title,description,views,applications,experience,salary
Data Scientist,"Our Lviv studio is looking for a  The person in this role will join the Game Design & Monetization team and work towards providing the necessary data to give answers to key questions regarding user behavior. Besides descriptive statistics and metrics, team requests will also include users clustering analysis, modeling and projections. - Satisfy stakeholders' data requests through in-house data mining tools. - Deliver actionable KPIs and dashboards using industry-standard BI tools. - Work closely with the game team’s monetization team in order to define, create and follow-up tracking specs. - Excellent Python knowledge. - Familiarity with data analysis frameworks and tools like Pandas. - Familiarity with Python plotting libraries like matplotlib, seaborn, bokeh, plotly… - Solid SQL knowledge - Knowledge of data architecture - Proactive, resourceful. - Good English level, both written and spoken - At least a Bachelor’s Degree or equivalent in a relevant technical field (Mathematics, Statistics, Engineering,…) - Experience with some of the most popular BI tools (Qlikview, Tableau, Power BI, Looker) - Familiarity with version control systems such as SVN or Git. - Understanding of advanced statistical methods. - Possibility to work in a global product company with talented people - Competitive salary according to the qualifications - 21-day paid vacation, 5 days paid sick leave - Relocation package - Free English courses - Medical insurance - Lunch compensation - Gym compensation.",250,50,,
Python Developer in ML/Data project,"In this role, you will be working in a team related to ML and Data Engineering domain. In short, it is an environment for developing ML models. Based on Kubeflow, it is possible to explore data, do preprocessing, and train models using Kubeflow pipelines.  The project consists of two parts. First, is data synchronization using Apache Beam pipelines streaming data from external sources like Kafka or MinIO buckets into the Trino database. Second, is a Kubeflow environment for ML engineers to create pipelines for data processing and model training.  The goal of the project is to integrate with the existing client’s infrastructure and expose the data to ML engineers so they can create models based on it. We are looking for an additional senior person to work on this project. - Design and develop new product features and improve existing functionality with senior engineers. From product kickoff to fully working feature. - Stabilize and refactor the codebase to rally the product  - Test components and fix bugs - Transfer knowledge to the client’s team to help them build a great product - Write and support jobs using SQL, Python - Build and improve data gathering and evaluation pipelines - 3+ Years as a software engineer in Python. - Proficiency in the Python ecosystem.  - In-depth knowledge of Apache Beam, Apache Flink, Apache Spark, Apache Kafka,  - Great understanding of Cloud native technologies, such as Kubernetes, Kubeflow and Kserve. - Experience with Trino (Presto) and MinIO (S3). - Strong verbal and written communication skills in English. - Startup culture, a strong product-oriented team that consists of Senior specialists. - Opportunity to leverage your engineering skills for fellow engineers and shape the future of data engineering. - Working with the newest technical equipment (MacBook Pro 16″). - 20 working days of annual vacation leave. - English courses, educational events & conferences are covered by the company upon request. - Premium medical insurance covered by the company.",51,6,,
Senior Python Developer in ML/Data project,"In this role, you will be working in a team related to ML and Data Engineering domain. In short, it is an environment for developing ML models. Based on Kubeflow, it is possible to explore data, do preprocessing, and train models using Kubeflow pipelines.  The project consists of two parts. First, is data synchronization using Apache Beam pipelines streaming data from external sources like Kafka or MinIO buckets into the Trino database. Second, is a Kubeflow environment for ML engineers to create pipelines for data processing and model training.  The goal of the project is to integrate with the existing client’s infrastructure and expose the data to ML engineers so they can create models based on it. We are looking for an additional senior person to work on this project. - Design and develop new product features and improve existing functionality with senior engineers. From product kickoff to fully working feature. - Stabilize and refactor the codebase to rally the product  - Test components and fix bugs - Transfer knowledge to the client’s team to help them build a great product - Write and support jobs using SQL, Python - Build and improve data gathering and evaluation pipelines - 5+ Years as a software engineer in Python. - Proficiency in the Python ecosystem.  - In-depth knowledge of Apache Beam, Apache Flink, Apache Spark, Apache Kafka,  - Great understanding of Cloud native technologies, such as Kubernetes, Kubeflow and Kserve. - Experience with Trino (Presto) and MinIO (S3). - Strong verbal and written communication skills in English. - Startup culture, a strong product-oriented team that consists of Senior specialists. - Opportunity to leverage your engineering skills for fellow engineers and shape the future of data engineering. - Working with the newest technical equipment (MacBook Pro 16″). - 20 working days of annual vacation leave. - English courses, educational events & conferences are covered by the company upon request. - Premium medical insurance covered by the company.",31,2,,
Fullstack Python/React Developer,"Build the most meaningful apps on the latest web technologies! Welcome to Elementica! We are excited to see you on our profile. Elementica is a leading global software development company – expert in delivering web development, mobile application development and IT consulting services of any complexity to clients worldwide. www.elementica.io We are looking for a talented Fullstack Python/React Developer to join our Development Team. You will be at the core of our talented Web Apps teams and focus on building the most advanced and meaningful apps and workflows on the latest web technologies.  As a fullstack developer, you will work on our next generation applications, a specific project critical to our customer’s needs. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new challenges as we continue to push technology forward. We are Product oriented developers with a growth mindset. We are curious problem solvers and we like to collaborate, communicate, share knowledge and technical ideas and grow together. - Develop cloud based frontend and backend web applications - Work in all phases of the software development life-cycle (planning, design, implementation, deployment, monitoring and support) - Collaborate and grow in a dynamic environment while working in small, agile and cross functional teams - Use the latest technologies to solve real problems for our customers - Communicate and coordinate with our engineering team in Ukraine. - Results-orientation, collaborative, pragmatic and agile mindset - Strong knowledge in working with Javascript, Typescript and Python - Expertise with the cloud (preferably AWS or GCP) - Working proficiency in English (written and verbal) - Continuous independent learning * Strong knowledge of one or more Python frameworks (Django, Flask, FastAPI) * Familiarity with some ORM (Object Relational Mapper) libraries * Strong knowledge of relational (PostgreSQL) and non-relational (MongoDB) databases * Experience with React hooks, CSS-in-JS, Redux, Jest * Understanding of SSR with Next.js * Understanding of common development principles and best practices (SOLID, DRY, YAGNI) and basic understanding of design patterns * Experience working with Docker and Docker Compose * Experience in CI/CD processes is a plus * Experience with web performance optimizations * The opportunity to drive the development of cutting-edge software products * The chance to work on interesting technical challenges such as advanced algorithms, wide integrations or scalable content management * A positive, highly skilled, young team with a focus on quality * Hybrid/remote working possibility / Home-office friendly / Flexible working hours * Pick your own gear: Linux or IOS - whatever works best for you * A lot of room for your own ideas. We always highly encourage you to work on them together with the team. * Outstanding compensation based on experience and 20 days vacation * Sponsored training opportunities with Udemy and English classes Our job offer Full Stack Python/React Developer sounds interesting? Then we are looking forward to receiving your application!",34,4,,$2000-3800
Architect / Tech Lead / Staff Engineer,"Hello everyone! We are seeking a   who will join the legendary Group Shopping track and help build Group Purchases, a complex algorithmic Deal calculation system, and tracking system purchases through integration with SPAs, banks, and our solutions. More in Q&A.    is shopping community. We have saved our users $100M, intending to put Ukraine on the tech map of the world. Now, we're aiming to save users $100M weekly with a new, revolutionary product set to transform shopping worldwide.   Instead of spending on advertising, stores pay us money to bring in new customers. If a customer buys from one of these stores, we give them a portion of the money back. This is cashback! In this way, the store gets customers, we get our commission, and the client gets the opportunity to get some of his money back for online purchases. We are building a new product and creating three new horizontal teams within it: Group Shopping, Foundation and Community Platform and Intelligent Discovery. These teams will play a key role in shaping the future of our platform, taking our company to new heights and delivering an unprecedented customer experience. After 12 months, we want results to test the strategy and make any necessary adjustments. ● Minimum 2 years of working Tech Lead / Team Lead / Staff Engineer/Architect role ● Extensive knowledge of engineering processes, structural design, and system optimization ● Confirmed experience with designing and developing high-load distributed systems ● Solid knowledge of security best practices and ability to apply them to all aspects of work ● Excellent written and verbal communication skills ● In-depth experience with Python / GO, AWS, and all basic development tools (Docker, GIT, etc) ● Experience in e-commerce is desirable ● Experience working with financial systems and technologies, including knowledge about banking transactions, Open Banking, etc. ● Experience working with large volumes of data, including knowledge in the areas of data processing, storage, and optimization. ● Experience in developing and implementing complex calculation algorithms ● English proficiency - B2+ ● Provide technical guidance, mentorship, and oversight to engineers across your Product Area. Advice Engineering managers on their areas of performance improvement ● Design, collaborate on, and review the architecture changes to your Area's systems ● Working closely with CTO and other Staff Engineers to improve and maintain the overall performance of the system and to develop and improve the technical strategy of a company ● Lead the design and develop the PoC of complex systems or components, ensuring that they meet the performance, scalability, and reliability requirements ● Working with Engineering managers to conduct the technical part of engineers interviews and improve the hard-skill part of the hiring process ● Lead cross-team technical projects ● Conduct research and development of new technologies and tools to improve overall efficiency and enable new business capabilities through technologies ● Write robust code for critical and most complex systems Setting technical direction for your Area in compliance with overall technical strategy ● Work with other engineering teams to identify and resolve cross-functional issues that may impact product quality or delivery ● Participate in code reviews, and promote best practices in software design and development ● Work with our Infrastructure team to continuously monitor and evaluate the performance of systems and components, identify improvement areas, and work on them ● Stay up-to-date with the latest industry trends, technologies, and best practices ● Apply technical expertise in areas such as architecture, software design, performance optimization, and security to drive the development of high-quality software solutions ● Develop and maintain a deep understanding of the technical architecture of the organization's products and systems. We value honesty and independence. Tolerance for lack of processing and uncertainty. Inevitable success and passion grow together. We are building new products and a new business infrastructure unit for this aim. A strong team with which you will have an excellent opportunity to grow professionally. CTO + 3 Staff Engineers   Kyiv and Vinnytsia   Yevhen Kovalevskyi - VP of Engineering Pavlo Bromirskiy - CTO -   Enjoy 20 working days of annual paid vacation and paid sick leaves to use as needed. -   We understand that life happens, so we offer flexible working hours to help you balance work and personal commitments. -   Work from anywhere with our remote-friendly policy, giving you the freedom to work in a way that suits your lifestyle. -   Improve your language skills with our English classes and speaking clubs, helping you to communicate more effectively with colleagues and partners. -   We believe in investing in our employees' growth, which is why we offer 50% compensation for external education to help you develop new skills and further your career. -   Get more for your money with our X2 cashback on letyshops.com. -   Our workspace is designed to help you feel comfortable and productive, where you can easily find everything for work, rest, and leisure. -   We believe in helping our employees reach their full potential, which is why we offer opportunities for growth and development within the company`s fast-paced environment -   - through the Дія.Сity in Ukraine and B2B type of contract in Europe location   1. Interview with recruiter - 30-45 min. 2. Technical interview with CTO - 45-60 min. 3. System design interview + team - 60-90 min. 4. Reference check. 5. Interview with CEO - 1 hour. ● Is there a test assignment? - No ● Is the interview in English? - No ●Who reviews resumes? - CTO",68,9,,
Math + Python Developer,"Numerical Technologies, a leading provider of software development and consultancy services for financial institutions, is looking for talented people experienced in Math and Python who will be responsible for development, testing, implementation, debugging and support of sophisticated financial applications. Joining Numerical Technologies is a unique chance that provides the opportunity to work alongside experienced professionals on impactful, quantitative projects across North and South America, Europe, the Middle East, Africa, CIS and South Asia. This position is a chance to work hand-in-hand with expert quantitative researchers and quantitative engineers to create and implement research and simulation tools that leverage existing automated trading software and sophisticated statistical techniques and technologies. Do you enjoy the process of problem solving, a process where you recognize areas of improvement and iterate and innovate to improve? Does your curiosity and desire to learn drive you? If this sounds like you, don't miss this opportunity to gain valuable experience in a highly competitive and demanding fintech industry. ◼️ Deep understanding of Applied Mathematics: Probability Theory and Statistics, Numerical Methods, Linear Algebra, Optimization ◼️ Bachelors, Masters or Phd in Physics, Mathematics, Statistics; or equivalent experience (we also welcome students) ◼️ Excellent communication skills ◼️ Willingness to learn together with a team of professionals ◼️ Organized and detail-oriented, comfortable managing multiple work streams ◼️ Intermediate and higher level of English. ◼️ Design, engineer and implement software-based trading analytics ◼️ Work closely with and provide solutions for quantitative researchers. ◼️ At least 0.5 year of commercial experience as a Python Developer ◼️ Experience in Machine Learning ◼️ Knowledge of Algorithms and Data Structures, Interpolation methods, Regression models, Theory of Stochastic Processes, Cryptography. ◼️ Competitive compensation depending on experience and skills ◼️ Regular assessments and salary reviews ◼️ Compensation for sick lists and regular vacations ◼️ Health insurance ◼️ English classes with certified English teachers ◼️ Flexible working schedule ◼️ Friendly team and enjoyable working environment ◼️ Comfortable, spacious office within 10 min from all three Metro lines. ◼️ Corporate and social events.",613,90,,
Full Stack (Python+Angular) Developer,"We offer** - cooperation with a stable company with well-established processes and a positive atmosphere; - experience in project management of different levels of complexity, methodology, and approaches; - flexible schedule: Mon-Fri (8 hours a day); - 18 days of paid vacation; - a decent level of remuneration with regular reviews of the results of cooperation; - corporate library for self-development; - extensive loyalty program.",40,9,,
"Full stack developer (Python, Django, React/Vue)","Опис вакансії: Ми шукаємо досвідченого Full stack розробника, який має компетенції як у розробці серверної частини за допомогою Python та фреймворку Django, так і у розробці клієнтського інтерфейсу з використанням React або Vue. Ви будете мати можливість працювати з усіма аспектами розробки додатків, від створення серверної логіки до реалізації інтерактивного фронтенду. Обов'язки: Розробка серверної частини додатків з використанням Python та фреймворку Django Розробка та оптимізація баз даних Інтеграція зі зовнішніми сервісами та API Розробка API для забезпечення взаємодії з клієнтським інтерфейсом Розробка клієнтського інтерфейсу з використанням React або Vue Створення масштабованих та ефективних компонентів як на сервері, так і на клієнті Написання тестів для забезпечення високої якості коду Вимоги: Досвід розробки з використанням Python та фреймворку Django Досвід розробки клієнтського інтерфейсу з використанням React або Vue Розуміння принципів розробки серверної частини додатків та архітектурних паттернів Знання баз даних та мови SQL або NoSQL Досвід роботи зі зовнішніми API та сервісами Досвід роботи з системами контролю версій, такими як Git Вміння працювати в команді та комунікативні навички Буде плюсом: Досвід роботи з іншими фреймворками Python, такими як Flask або Pyramid Знання інших фронтенд технологій, таких як HTML, CSS, та JavaScript Досвід роботи з системами кешування, такими як Redis або Memcached Знання сучасних методик тестування Full stack додатків",52,9,,
"Backend Python developer (Python, Django)","Опис вакансії: Ми шукаємо досвідченого Backend Python розробника, який спеціалізується на розробці серверної частини додатків з використанням Python та фреймворку Django. Ви будете мати ключову роль у створенні надійних та ефективних серверних компонентів для наших веб-додатків. Обов'язки: Розробка серверної частини додатків з використанням Python та фреймворку Django Розробка та оптимізація баз даних Інтеграція зі зовнішніми сервісами та API Розробка API для забезпечення взаємодії з фронтенд-компонентами Написання тестів для забезпечення високої якості коду Вдосконалення та оптимізація існуючих компонентів Вимоги: Досвід розробки з використанням Python та фреймворку Django Розуміння принципів розробки серверної частини додатків та архітектурних паттернів Знання баз даних та мови SQL Досвід роботи зі зовнішніми API та сервісами Досвід роботи з системами контролю версій, такими як Git Вміння працювати в команді та комунікативні навички Бажання вивчати нові технології та розвиватися у сфері Backend-розробки Буде плюсом: Знання інших фреймворків Python, таких як Flask або Pyramid Досвід роботи з NoSQL базами даних, такими як MongoDB або Redis Знання сучасних методик тестування Backend-додатків",248,110,,
Strong Middle Python Developer,"Python developer МИ НА ТЕБЕ ЧЕКАЄМО😎🔥🙌🏻 (можлива віддалена співпраця) По-перше, СЛАВА УКРАЇНІ! 🇺🇦 По-друге, СМЕРТЬ ВОРОГАМ! 🇺🇦 Привіт, Айтішнік! Двигун української економіки та воїн кібервійськ! 💪 Попре всі негаразди МИ ПРАЦЮЄМО заради наших сімей та майбутнього УКРАЇНИ! 🇺🇦 Наразі всі наші відділи працюють в повному обсязі віддалено, зі своїх домівок, з-за кордону, з містечок та селищ нашої країни і дуже чекають на повернення в наш затишний офіс в серці Києва ❤️ Ми шукаємо, можливо, саме ТЕБЕ, кваліфікованого спеціаліста, який поділятиме наші погляди та йтиме з нами до великих звершень! Ми міжнародна компанія, яка пропонує своїм клієнтам повний комплекс послуг інтернет-маркетинга. Наша команда досвідчених спеціалістів реалізує проекти будь-якої складності, допомагає компаніям просувати свої бренди і продукти в сучасному цифровому середовищі. На даний час ми підтримуємо 17 продуктів популярних в Євросоюзі. ПРОПОНУЄМО: 🔥 Конкурентну заробітну плату, яка зростає разом з твоїми скілами та результатами; 🔥 Роботу з ТОПовими брендами, можливо ти навіть не мріяв працювати з цими компаніями, які вже є нашими партнерами; 🔥 Можливість віддаленої/офісної/гібридної роботи. Ми розвиваємо працівників всередині компанії та розраховуємо на довгострокове співробітництво, маємо можливість надати релокейт в країни Евросоюзу; 🔥 КОРПОРАТиви та ТІМБІЛДІНГи. 🔥 Спортзал/страхування здоров’я/навчальні курси від 6 місяців співпраці; Всі бонуси, які надавала компанія, такі як спортзал, страхування, корпоративи, навчальні курси, все що об'єднує колектив та мотивує, буде обов’язково відновлено після перемоги! НАМ ВАЖЛИВО: ⚡️ 1. Базові конструкції Python ⚡️2. Основні концепції ООП ⚡️3. Базові знання мережного програмування (моделі TCP/IP, розуміння http запитів) ⚡️4. Досвід роботи з базами даних SQL & NoSQL (знання SQL, ОRM) ⚡️5. Глибоке розуміння потоків та асинхронних методів програмування, та їх особливостей у python ⚡️6. Базові знання адміністрування Unix систем ⚡️7. Впевнені знання git ⚡️8. Досвід конфігрування nginx, та інших веб серверів ⚡️9. Базові знання js, html ⚡️8. Досвід розробки та проектування апі (REST, GraphQL протоколи) ⚡️9. Досвід роботи з telegram api/бібліотеками (aiogram, telethonn) ⚡️10. Розуміння концепту чистого коду ⚡️11. Досвід написання коду слідуючи KISS, SOLID, TDD, DI ⚡️12. Базові знання кібербезпеки та криптографії ⚡️13. Розуміння складності алгоритму та знання основних алгоритмів ⚡️14. Впевнене знання патернів програмування ⚡️15. Docker, Docker Compose, Kubernetes ⚡️16. Досвід роботи з reverse engeneering, та тестуванням навантаження, postman etc. ⚡️17. Знання найбільш загальних концептів ФП (атомарність, чисті функції тощо) ⚡️18. Досвід розробки мікросервісних програм (RabbitMQ, Apache Kafka) 💪 Бібліотеки: selenium, bs4, sqlalchemy, aiogram, requests Наша модель — збільшувати свободу співробітника разом з нашим ростом, а не обмежувати її, продовжувати залучати та надихати іновативних людей, щоб мати більше шансів на сталий успіх. Якщо наші погляди співпадають — дійте!😎🤟 Зв’язатися з нашим рекрутером Олею:",82,15,,
Senior Python Engineer,"Specialist Level Requirements:  English Language Requirements:  • 5+ years of experience with developing applications in Python (non-web) • Experience using async.io in commercial applications • NoSql (MongoDB), REST, JSON • Past experience working on AI projects would be a huge plus • Git, Docker, ElasticSearch • Experience with unit and e2e tests • Knowledge of design patterns, functional programming and procedural languages • Knowledge of the principles of writing ""clean code""‌ • Familiarity with cloud services and infrastructure, such as AWS or GCP would be an advantage • A passion for learning and staying up-to-date with the latest technologies and industry trends • flexible schedule; • office in the city center (remote work is possible); • comfortable workplace; • compensation for an English-speaking club; • paid holiday; • paid sick leave; • a decent level of income; • regular review of compensation; • corporate events and teambuilding; • compensation for attending conferences and training",94,18,,
Software Developer (Python + React),"trades energy products: electricity, gas, gas condensate and coal. We build a customer-oriented business with a focus on reliability of supplies and high quality of services. In a newly created full-time permanent role,   is looking for a • Design, implementation, and maintenance of code using Python and other modern technologies, according to project team’s methodology • Writing readable, maintainable and well-tested code. Implementing unit and API tests • Participation in code reviews, ensuring our solutions match the highest standards. Identify areas for code refactoring. Review and contribute to development process and procedures to assist in the continual improvement of the development team activities • Sharing your expertise and support while communicating with the team members • Ability to write clean, testable, and well-documented code • Ability to find optimal solutions within the existing functionality of systems • Experience of the realized projects (full cycle) • Experience in developing information systems from scratch is a plus • Experience in writing unit/API tests, autotests, stress testing is a plus • Knowledge of cloud technologies and services. • 3+ years of experience as a Python developer: Django, Flask, FastAPI, aiohttp, async, SQLAlchemy • 2+ years of experience with React (JavaScript, TypeScript) • Knowledge of HTML5 and CSS3 web standards • Experience with web services and REST API design principles • Experience with at least one RDBMS: MS SQL Server, PostgreSQL, MySQL, Oracle, etc • Strong SQL knowledge (Transact SQL or similar language), understanding of RDBMS principles. Experience in creating and optimizing SQL queries • Experience with agile development methodologies and tools such as Git, JIRA, Confluence and Agile (Azure Devops is a plus) • Experience with the implementation of microservices • Experience in developing client-server applications • Working knowledge of Windows, Linux, Unix • Experience with NoSQL databases (MongoDB, Redis etc.). is a plus • Knowledge of information security is a plus • Knowledge of quantitative methods and processes is a plus • Knowledge of energy markets, as well as derivative energy instruments, are a plus • Official employment (Diia.city) • Competitive salary + quarterly bonuses • Medical insurance • 28 calendar days of vacation • Professional growth and skills development • Training at the modern DTEK Academy",36,1,,
Senior Python Engineer,"In this role, you will collaborate with skilled engineers, Squad leads, and our lead application architect to find elegant and manageable solutions to new and complex product needs. As a member of the Engineering team, you will join a friendly and talented group of Python developers, within a dynamic scale-up company facing great engineering challenges. - Build robust and scalable software using Python - Refactor and perform code review - Solve complex performance problems and architectural challenges - Work with the product and design teams to understand end-user requirements, formulate use cases, and then translate that into a pragmatic and effective technical solution - Analyze challenging problems and successfully deliver results - A minimum of 6 years of software development experience - Proven experience in building large-scale client-side solutions using Python - Rich experience creating REST-based web-services - Strong experience with SQL and/or NoSQL databases - Experience in Continuous Integration and Continuous Delivery practices  - Clear understanding of Agile/SCRUM methodology",57,14,,
MLOps Engineer / Machine Learning Operation,"Hey! We are Kultprosvet - the team of web and mobile software developers that cares. We’re looking for an experienced MLOps engineer interested in contributing to growing and scaling a successful startup - where you will have a tangible impact on the business and technology. • 5+ years of industry experience in building production-grade machine-learning systems with all aspects of model training, tuning, deploying, serving, and monitoring; • Proficiency in cloud AWS computing platforms, focusing on deploying and managing machine learning and deep learning models. • Ability to navigate and discuss various options for CI/CD, experimentation, and model training on AWS cloud infrastructure. • Sound understanding of end-to-end deployed machine learning services and pipelines, including testing, monitoring, and addressing challenges like model drift and coverage. • Familiarity with version control systems like Git to effectively manage code repositories and collaborate with team members. • Experience working with AWS cloud computing services, leveraging their capabilities for efficient machine learning deployments. • Proficiency in Python, SQL  programming languages • Proficiency in Restful API development, specifically with frameworks like FastAPI. • Familiarity with containerization technologies, including Docker and Kubernetes, to facilitate easy deployment and management of ML applications. • Ability to implement Terraform pipelines and prior experience working with infrastructure-as-code tools. • Experience in scaling and deploying recommendation systems, ensuring their efficient operation and performance. • These qualifications will enable you to contribute effectively to designing, deploying, and scaling machine learning solutions, leveraging the power of cloud platforms, automation, and best practices in ML/Ops engineering. • Excellent oral and written English communication skills. • Experience in DevOps, MLOps, and SRE is a plus; • Design, implement, and maintain the MLOps stack; • Seek and recommend improvements to current processes; • Participate in code reviews for projects written by your team; • Identify, document, automate, and engineer processes for repeated tasks; • Prove the use of new technology with compelling proof of concepts and demonstration; • Run machine learning tests and experiments; • Contribute to our technology investments roadmap and help prioritize tech debt and architecture investments. • Challenging tasks and projects for professional growth; • Friendly team workspace and healthy environment; • Competitive salary; • Paid vacation and sick leaves; • Medical insurance; • Stability.",28,3,,
Senior AWS Backend Developer (Project),"is a global provider of end-to-end custom software development solutions to companies all over the globe, from North America to the EU to Israel to Australia. Headquartered in Estonia, we run offshore R&D centers in Kyiv. Our team is 50% remote and distributed. We specialize in flexible interaction exclusively with international clients (we cover industries from commercial aviation to fintech) thanks to a multinational support group of experts and management.   We are seeking a skilled AWS Backend Developer specialising in data extraction. The objective is to extract relevant ESG (Environmental, Social, and Governance) data from PDF files (including image scans and -generated PDFs) as well as CSV file dumps from databases. The successful candidate will leverage AWS Textract and other AWS services to process the PDF files, extract the data, and store it in a structured format within a database table.  MVP with further development; 1-2 month(s) project; new position.  2 developers and Solution Architect from 8allocate side  Upper-Intermediate.   — Proven experience as a Backend Developer with expertise in AWS services. —  Strong knowledge and hands-on experience with AWS Textract, Glue, Lambda, S3, and other relevant AWS services. — Proficiency in  Python programming language for backend development. — Familiarity with data extraction from PDF files and CSV file dumps. — Understanding of data integration, transformation, and ETL processes. — Experience in designing and implementing scalable and reliable solution architectures. — Knowledge of CI/CD tools and pipelines for efficient software development and deployment. — Familiarity with working with AWS S3 buckets for data storage and retrieval. — Experience with implementing webhooks for event-driven systems. — Strong problem-solving and analytical skills. — Excellent communication and collaboration abilities. — Bachelor's degree in Computer Science, Engineering, or a related field (preferred). — Collaborate with the project team to understand the project requirements and the customer's problem statement. — Design and implement a scalable and efficient solution architecture utilizing AWS services. — Utilize AWS Textract to extract relevant ESG data from PDF files. — Develop data integration and transformation processes using AWS Glue. — Implement AWS Lambda functions to automate data extraction and updates. — Ensure data security, integrity, and compliance with relevant regulations. — Optimize performance and scalability of the data extraction pipeline. — Collaborate with cross-functional teams to integrate the solution with existing systems. — Write clean, efficient, and well-documented backend code in Python. — Utilize CI/CD tools and pipelines for seamless software development and deployment. — Work with AWS S3 buckets for secure data storage and retrieval. Implement webhooks to trigger actions or updates based on specific events. — Utilize AWS Lambda and pipeline to update functions and automate processes. — Utilize basic AWS knowledge to prepare environment setup with automation. — “Family and Friends”. We are no longer a start-up, but still, have a family atmosphere in our supportive and spirited team, who are all working together on the same goal. — “Just break down all barriers and find a better way”. Every day you’ll meet with interesting and challenging (international) projects that are covering industries from commercial aviation to fintech (different technologies, different products). — “Hungry for ”. You will get a lot of chances for career advancement and the development of new skills, opportunities for mentorship, or learning from more experienced colleagues. — You’ll work with a supportive and spirited team of professionals. — Corporate events, holidays, and team buildings for your joy. — Training and development: we have a huge library (about 500 books!) and a budget for your professional development. — Сoverage of sports activities. — People-oriented management without bureaucracy. — Coverage of psychologist sessions. — Paid vacation and sick leaves.",36,12,,
Middle Backend Developer (Python),"Orderry — це українська продуктова IT-компанія, яка робить життя малого та середнього бізнесу краще та простіше. З 2013 року наша компанія розробляє хмарний сервіс для обліку та автоматизації бізнесу в сфері послуг: сервісні центри та ремонтні майстерні, СТО та автосервіси, ательє, клінінги тощо. Стек: Python 3.9, Django 4, Celery, PostgreSQL, Redis, Kafka, RabbitMQ, OpenAPI, Swagger, Pytest. Ми очікуємо:: 2+ років досвіду на позиції Python Developer Впевнене розуміння написання коду на Python3 Досвід з REST + DRF/FastAPI Досвід з PostgreSQL, raw SQL Досвід з RabbitMQ, Celery Досвід з Redis Розуміння smoke/unit тестування з використанням Pytest Досвід з bash Досвід з Git Буде плюсом: Досвід з Docker and Docker Compose Досвід з DRF or FastAPI Досвід з Kafka Досвід з індексуванням/шардуванням/партиціюванням реляційних баз даних Обов'язки: Розробка нового функціоналу з нуля Розробка і опис нових API методів Оптимізація і вдосконалення існуючих рішень Тісна взаємодія з командами QA, Frontend, DevOps Профілювання і оптимізація SQL запитів Участь у розробці деяких рівніх архітектури власних мікросервісів Пропонуємо: Ми за саморозвиток та професійне зростання. Потрібно прокачатися - бери участь в заходах повністю або частково за рахунок компанії. На тебе чекають рев’ю для розбору цілей і завдань, 1-to-1 зустрічі з тімлідом і постійна підтримка тьютора. Ти матимеш 18 робочих днів відпустки, 10 оплачуваних лікарняних на рік (без довідки або лікарняного листа) Можливість працювати вдома. Курси англійської Ми надаємо юридичну та бухгалтерську підтримку за необхідності.",77,21,,
Middle/Senior Python Developer,"Honeycomb Software is an innovative fast growing software company that develops digital products for startups and online businesses. We are looking for a highly skilled and experienced Senior Python Developer to join our team and help us develop a greenfield API project in the data-pipeline / oil and gas space. The ideal candidate should have a deep understanding of API design principles and be willing to learn new technologies, such as Agilicus and NATS.io, to create efficient and scalable solutions REQUIREMENTS: 4+ years of experience in API development using Python Strong understanding of RESTful APIs and API design principles Experience with API testing and documentation tools (e.g., Postman, Swagger) Strong problem-solving skills and the ability to work independently Excellent communication and collaboration skills Willingness to learn and adapt to new technologies Nice-to-have Skills: Experience with Agilicus and NATS.io Familiarity with microservices architecture and related technologies (Docker, Kubernetes) Experience with CI/CD pipelines and related tools (Git, Jenkins, Travis CI) Familiarity with Agile/Scrum development methodologies RESPONSIBILITIES: Implement and maintain APIs for our oil and gas project using Python Learn and integrate new technologies, such as Agilicus and NATS.io, into the API development process Create and maintain technical documentation Ensure high quality, scalable, and secure code Identify and resolve performance bottlenecks and bugs WE OFFER: Friendly working atmosphere Interesting long-term projects and challenging tasks with a team of professionals Opportunities to study, develop and improve your skills Flexible work schedule Paid vacations, sick leaves and social benefits from the company Competitive salary and regular performance reviews If you are a talented Senior Python Developer with a passion for creating innovative solutions and have the required skills, we would love to hear from you!",105,25,,$1000-5000
